ticker,company,sector,sector_src,sic,sic_description,score,band,confidence,periods,period_basis,growth_basis,as_of,window_end,valuation_basis,growth,profitability,quality,health,valuation,momentum,flags,rev_cagr,rev_yoy,eps_cagr,net_margin,ebit_margin,gross_margin,margin_delta,profitable_q,growth_sd,share_change,pe,ps,peg,pe_vs_own,ret_12m,ret_6m,drawdown,volatility,dollar_volume,market_cap,fcf_ttm,fcf_margin,fcf_conversion,p_fcf,pe_reported,pe_mcap,market_cap_source,currency,equity,total_debt,net_debt,cash,assets,net_debt_to_ebitda,interest_coverage,current_ratio,debt_to_equity,roe,equity_ratio,cash_runway_q,revenue_size,peer_net_margin_median,peer_pctile_net_margin,G1_revenue_cagr,G2_revenue_yoy,G3_eps_cagr,G4_acceleration,P1_net_margin_vs_peers,P2_ebit_margin_vs_peers,P3_gross_margin_vs_peers,P4_net_margin_absolute,P5_profitable_quarters,Q1_margin_trend,Q2_growth_stability,Q3_share_count,Q5_cash_conversion,Q4_earnings_streak,H1_net_debt_to_ebitda,H2_interest_coverage,H3_current_ratio,H4_equity_ratio,H5_cash_runway,H6_size_floor,V1_pe_vs_peers,V2_ps_vs_peers,V3_peg,V4_pe_vs_history,V5_price_to_fcf,M1_return_12m,M2_return_6m,M3_drawdown,M4_volatility,M5_liquidity,sector_rank_pct,sector_n
CHCI,"COMSTOCK HOLDING COMPANIES, INC.",Real Estate,sic,6500,,50.0,Average,0.73,13,quarterly,2y,2022-12,2022-12-31,monthly_est,8.1,15.0,16.0,19.1,16.0,7.5,illiquid|micro_cap,13.99,26.44,,18.69,20.23,,11.81,10,34.76,,5.85,1.09,0.42,1.0,-12.37,-5.97,-33.39,19.07,776092.03,42972222.0,,,,,5.85,5.85,monthly_est,USD,28854000.0,,,11722000.0,42473000.0,,,2.43,,25.46,0.68,,39313000.0,10.97,63,5,5,,3,3.9,2.6,,4,2.25,5,1.6,,,3,,,4,5,,1.5,4.8,4.0,3,1,,2,2,2,1.5,0.0,44,269
ENRT,ENERTOPIA CORP.,Materials,sic,1000,,50.0,Average,0.37,14,quarterly,2y,2022-12,2022-11-30,monthly_est,,0.0,13.3,20.0,17.5,3.0,illiquid|micro_cap|very_volatile,,,,,,,,3,,,1.69,,,0.91,-18.0,-23.4,-76.37,52.43,127424.28,2772648.0,,,,,1.69,1.69,monthly_est,USD,2408952.0,,,448710.0,2754399.0,,,7.94,,68.24,0.87,,,5.87,,,,,,,,,,0.0,,,,,2,,,4,5,,,6.0,,,1,,2,1,0.0,0.0,0.0,53,205
CLRI,"CLEARTRONIC, INC.",Communication Services,sic,4812,,50.0,Average,0.6,15,quarterly,2y,2022-12,2022-12-31,monthly_est,6.9,19.2,17.3,2.0,,3.5,illiquid|negative_equity,8.42,12.07,,17.84,,84.07,6.14,12,16.34,,,,,,-31.25,-49.07,-63.33,18.39,4208.61,,,,,,,,,USD,-34295.0,,,280153.0,975726.0,,,1.0,,,-0.04,,2005028.0,-0.62,93,5,4,,2,6.0,,2.4,4,3,5,2.4,,,3,,,0.6,0.0,,0.5,,,,,,1,0.0,1,1.5,0.0,65,119
FTLF,"FITLIFE BRANDS, INC.",Health Care,sic,2833,,50.0,Average,0.43,14,quarterly,2y,2022-12,2022-12-31,monthly_est,0.0,15.0,13.1,20.0,12.0,11.5,illiquid|micro_cap,,,-65.91,,,,,11,,9.37,9.05,,,1.73,-0.31,51.9,-5.06,16.75,523872.49,40060465.0,,,,,9.04,9.05,monthly_est,USD,21388000.0,0.0,,8425000.0,25707000.0,,,5.43,0.0,20.71,0.83,,,-64.99,,,,0.0,,,,,,2.25,,,1.6,,3,,,4,5,,,4.8,,,0.0,,2,4,4,1.5,0.0,81,857
LUVU,"LUVU BRANDS, INC.",Consumer Discretionary,sic,2510,,50.0,Average,0.6,15,quarterly,2y,2022-12,2022-12-31,monthly_est,8.0,9.1,13.8,14.5,,6.0,illiquid|very_volatile,,14.52,,4.8,5.94,24.57,,8,15.07,,,,,,-38.71,35.71,-55.81,53.17,110891.5,,1080000.0,3.71,77.31,,,,,USD,3175000.0,727000.0,-1148000.0,1875000.0,11218000.0,-0.56,,1.29,0.23,44.0,0.28,,29126000.0,3.4,57,,4,,,3.0,2.0,0.6,2,1.5,,2.4,,3.2,2,4,,2.4,3,,1.5,,,,,,1,4,1,0.0,0.0,47,403
LIFD,LFTD PARTNERS INC.,Health Care,sic,2834,,50.0,Average,0.73,17,quarterly,3y,2022-12,2022-12-31,monthly_est,10.0,14.7,4.7,19.3,19.1,0.0,illiquid|micro_cap|very_volatile,,81.37,,12.53,17.09,36.56,,10,273.75,,4.54,0.57,,0.43,-50.8,-46.25,-71.33,38.53,127080.0,32644311.0,2121307.0,3.69,29.48,15.39,4.54,4.54,monthly_est,USD,34537671.0,,,3530623.0,41132221.0,,81.64,2.23,,20.84,0.84,,57416535.0,-64.99,87,,5,,,4.8,4.0,0.6,3,2.25,,0.0,,0.6,2,,3,4,5,,1.5,6.0,5.0,,2,3.2,0.0,0.0,0.0,0.0,0.0,81,857
QNTO,QUAINT OAK BANCORP INC,Financials,sic,6036,,50.0,Average,0.37,14,quarterly,2y,2022-12,2022-12-31,monthly_est,10.0,20.0,13.1,,15.8,14.0,illiquid|leverage_not_applicable,,,51.04,,,,,12,,6.42,7.06,,,0.83,19.24,-9.12,-9.12,6.32,201262.5,55524784.0,,,,,7.06,7.06,monthly_est,USD,44793000.0,,,3893000.0,792350000.0,,,,,17.55,0.06,,,7.21,,,,4,,,,,,3,,,1.6,,3,,,,,,,4.8,,,1.5,,5,2,4,3,0.0,34,656
OPXS,OPTEX SYSTEMS HOLDINGS INC,Information Technology,sic,3827,,50.0,Average,0.87,14,quarterly,2y,2022-12,2022-12-31,monthly_est,4.0,10.0,11.0,18.2,10.7,16.5,illiquid|micro_cap,-5.01,22.07,-31.86,4.67,6.11,21.7,-10.0,8,27.55,-37.18,19.61,0.92,,1.97,57.75,52.06,-3.59,12.71,338503.51,20217078.0,687000.0,3.11,66.63,29.43,19.61,19.61,monthly_est,USD,12205000.0,,,1280000.0,19373000.0,,,3.16,,8.45,0.63,,22083000.0,-4.21,67,0.0,5,0.0,3,3.9,2.6,0.0,2,1.5,0.0,1.6,4,2.4,3,,,4,5,,1,3.9,4.0,,0.0,1.2,6,4,4,2.5,0.0,59,579
ENBP,ENB FINANCIAL CORP,Financials,sic,6021,,50.0,Average,0.27,17,quarterly,3y,2022-12,2022-12-31,monthly_est,,20.0,20.0,,,8.0,illiquid|leverage_not_applicable,,,,,,,,12,,,,,,,-23.64,-7.73,-27.95,5.29,244850.0,,19424000.0,,132.76,,,,,USD,97335000.0,52792000.0,-35822000.0,37572000.0,1858716000.0,,,,0.54,15.03,0.05,,,7.21,,,,,,,,,,3,,,,4,3,,,,,,,,,,,,1,2,2,3,0.0,34,656
EMYB,"EMBASSY BANCORP, INC.",Financials,sic,6022,,50.0,Average,0.43,14,quarterly,2y,2022-12,2022-12-31,monthly_est,7.5,20.0,17.1,,17.2,9.5,illiquid|leverage_not_applicable,,,17.57,,,,,12,,0.11,7.95,,,0.87,-6.63,-3.9,-13.55,8.24,768477.51,140733105.0,19192000.0,,108.42,7.33,7.95,7.95,monthly_est,USD,88276000.0,14651000.0,,,1640227000.0,,,,0.17,20.05,0.05,,,7.21,,,,3,,,,,,3,,,2.4,4,3,,,,,,,4.8,,,1.5,4,2,2,3,2.5,0.0,34,656
GGROU,GOLDEN GROWERS COOPERATIVE,Consumer Staples,sic,0700,,50.0,Average,0.67,14,quarterly,2y,2022-12,2022-12-31,monthly_est,7.5,12.6,8.0,20.0,14.8,12.5,illiquid,45.75,19.92,,6.22,5.75,,,10,40.15,,10.14,0.63,0.22,1.79,73.58,-4.17,-20.0,14.43,35625.0,67757999.0,,,,,10.14,10.14,monthly_est,USD,,,,2146000.0,27859000.0,,,35.0,,,,,107409000.0,1.06,74,8,4,,0.0,3.9,2.6,,2,2.25,,0.8,,,2,,,4,,,2,4.8,4.0,3,0.0,,6,2,3,1.5,0.0,47,151
CMRF,"CIM REAL ESTATE FINANCE TRUST, INC.",Real Estate,sic,6798,,50.0,Average,0.6,18,quarterly,3y,2022-12,2022-12-31,monthly_est,7.2,16.8,7.3,7.6,20.0,0.0,illiquid|micro_cap|high_leverage,3.04,23.63,,31.8,71.48,,-12.44,7,11.17,,0.0,0.0,0.0,,,,,,19111.68,507049.0,,,,,0.0,0.0,monthly_est,USD,2456083000.0,4422833000.0,4303855000.0,118978000.0,7132054000.0,10.93,1.98,,1.8,5.85,0.34,,452146000.0,10.97,80,3.5,5,,3,4.8,4.0,,4,1.5,0.0,2.4,,,2,0.0,0.3,,3,,2,6.0,5.0,3,,,,,,,0.0,45,269
HFBL,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",Financials,sic,6035,,50.0,Average,0.37,15,quarterly,2y,2022-12,2022-12-31,monthly_est,5.0,20.0,20.0,,13.5,9.0,illiquid|leverage_not_applicable,,,2.4,,,,,12,,-3.51,9.27,,,0.85,-14.16,-11.88,-16.55,6.85,632059.5,53101871.0,,,,,9.27,9.27,monthly_est,USD,48689000.0,,,,576543000.0,,,,,11.77,0.08,,,7.21,,,,2,,,,,,3,,,4,,3,,,,,,,3.9,,,1.5,,2,1,3,3,0.0,34,656
CHRS,"COHERUS BIOSCIENCES, INC.",Health Care,sic,2836,,50.0,Average,0.43,15,quarterly,2y,2022-12,2022-12-31,monthly_est,,5.0,14.3,5.7,16.0,9.0,negative_equity,,,,,,,,4,,-5.51,14.13,,,,-50.38,9.39,-59.07,13.37,206900457.14,911049757.0,-243163000.0,,,,14.13,,monthly_est,USD,-137418000.0,,,63547000.0,480847000.0,,-7.91,2.75,,,-0.29,1.05,,-64.99,,,,,,,,,,0.75,,,4,,1,,0.0,4,0.0,0.0,,4.8,,,,,0.0,3,1,2.5,2.5,81,857
CION,CION INVESTMENT CORP,,,,,50.0,Below average,0.2,9,quarterly,insufficient,2022-12,2022-12-31,monthly_est,,5.0,6.7,16.0,,12.3,,,,,,,,,5,,,,,,,-14.8,22.42,,,44989538.92,,,,,,,,,USD,883634000.0,951322000.0,,,1872411000.0,,,,1.08,5.67,0.47,,,3.9,,,,,,,,,,0.75,,,,,1,,,,4,,,,,,,,2,4,,,2,,
QURT,"QUARTA-RAD, INC.",Information Technology,sic,3823,,50.0,Average,0.3,14,quarterly,2y,2022-12,2022-12-31,monthly_est,,5.0,20.0,16.0,,7.5,illiquid|very_volatile,,,,,,,,6,,,,,,,3.16,78.77,-88.73,100.06,2169.26,,,,,,,,,USD,349101.0,,,293878.0,753752.0,,,1.77,,4.18,0.46,,,-4.21,,,,,,,,,,0.75,,,,,3,,,3.2,4,,,,,,,,3.5,4,0.0,0.0,0.0,59,579
JRSS,JRSIS HEALTH CARE CORP,Health Care,sic,8060,,50.0,Average,0.43,14,quarterly,2y,2022-12,2022-12-31,monthly_est,,15.0,6.9,20.0,20.0,3.0,heavy_dilution|illiquid|micro_cap|very_volatile,,,,,,,,10,42.55,156.22,1.48,,,0.43,-66.42,9.14,-98.61,56.07,9688.73,3456310.0,,,,,1.48,1.48,monthly_est,USD,811316.0,,,58616.0,855977.0,,,18.48,,287.62,0.95,,,-64.99,,,,,,,,,,2.25,,0.8,0.0,,3,,,4,5,,,6.0,,,2,,0.0,3,0.0,0.0,0.0,81,857
MNTR,"MENTOR CAPITAL, INC.",Financials,sic,6799,,50.0,Average,0.67,14,quarterly,2y,2022-12,2022-12-31,monthly_est,9.4,3.0,12.3,,15.7,8.2,illiquid|micro_cap|leverage_not_applicable,26.36,28.21,,-6.12,-21.09,28.89,8.93,2,10.81,,13.69,0.16,0.52,,0.0,25.0,-73.68,30.26,32700.0,1199678.0,131806.0,1.71,,9.1,13.69,,monthly_est,USD,1726099.0,83876.0,-706054.0,789930.0,4993892.0,,-47.98,1.69,0.05,-27.31,0.35,,7705714.0,7.21,28,8,5,,2,1.2,0.8,1.05,0.0,0.0,5,2.4,,,0.0,,,,,,,2.1,5.0,3,,4,3.5,4,0.0,0.75,0.0,34,656
RVRF,RIVER FINANCIAL CORP,Financials,sic,6022,,50.0,Average,0.43,14,quarterly,2y,2022-12,2022-12-31,monthly_est,10.0,20.0,15.6,,14.8,12.5,illiquid|leverage_not_applicable,,,26.19,,,,,12,,2.7,9.41,,,0.99,21.43,6.25,-24.43,14.62,32804.0,262925893.0,41927000.0,,150.12,6.27,9.41,9.41,monthly_est,USD,134026000.0,,,,2833382000.0,,,,,20.84,0.05,,,7.21,,,,4,,,,,,3,,,1.6,4,3,,,,,,,3.9,,,1,4,5,3,3,1.5,0.0,34,656
SLBK,PARKWAY ACQUISITION CORP.,Financials,sic,6022,,50.0,Average,0.27,13,quarterly,2y,2022-12,2022-12-31,monthly_est,,20.0,15.4,,,10.0,illiquid|leverage_not_applicable,,,,,,,,12,,,,,,,-10.45,-7.93,-14.43,6.67,418050.0,,6835000.0,,66.48,,,,,USD,72936000.0,,,,997734000.0,,,,,14.1,0.07,,,7.21,,,,,,,,,,3,,,,2.4,3,,,,,,,,,,,,2,2,3,3,0.0,34,656
ONAR,"RELIANT HOLDINGS, INC.",Industrials,sic,1700,,50.0,Average,0.77,14,quarterly,2y,2022-12,2022-12-31,monthly_est,10.0,9.7,11.3,10.1,16.9,1.0,illiquid|micro_cap|very_volatile,47.17,65.1,,7.23,7.61,27.99,21.59,4,48.43,,7.83,0.57,0.17,,-71.87,-28.0,-78.82,45.08,5031.97,2614453.0,,,,,7.83,7.83,monthly_est,USD,102006.0,,,282621.0,751246.0,,168.61,1.06,,327.31,0.14,,4616404.0,3.57,68,8,5,,3,3.9,2.0,1.05,2,0.75,5,0.8,,,1,,3,1.6,2,,0.5,4.8,4.0,3,,,0.0,1,0.0,0.0,0.0,46,614
FMFG,"FARMERS & MERCHANTS BANCSHARES, INC.",Financials,sic,6036,,50.0,Average,0.3,17,quarterly,3y,2022-12,2022-12-31,monthly_est,,20.0,20.0,,15.8,12.0,illiquid|leverage_not_applicable,,,,,,,,12,,,8.5,,,0.81,2.8,1.54,-9.97,8.75,206300.0,68727659.0,,,,,8.49,8.5,monthly_est,USD,47774963.0,15095642.0,,,718210672.0,,,,0.32,16.93,0.07,,,7.21,,,,,,,,,,3,,,,,3,,,,,,,4.8,,,1.5,,3.5,2,4,2.5,0.0,35,656
RBKB,"RHINEBECK BANCORP, INC.",Financials,sic,6036,,50.0,Average,0.43,14,quarterly,2y,2022-12,2022-12-31,monthly_est,5.0,20.0,15.6,,14.0,9.5,illiquid|leverage_not_applicable,,,7.87,,,,,12,,2.29,10.16,,,1.26,-14.54,-1.51,-17.71,9.54,553355.27,71077693.0,13663000.0,,195.27,5.2,10.16,10.16,monthly_est,USD,108132000.0,,,,1335977000.0,,,,,6.47,0.08,,,7.21,,,,2,,,,,,3,,,1.6,4,3,,,,,,,3.9,,,0.5,4,2,2,3,2.5,0.0,35,656
CODQL,CORONADO GLOBAL RESOURCES INC.,Energy,sic,1220,,50.0,Average,0.57,17,quarterly,3y,2022-12,2022-12-31,monthly_est,,11.9,17.1,16.7,17.6,9.0,illiquid|very_volatile,,,,21.61,,,,6,,,0.31,0.07,,30.86,15.34,15976.17,-98.62,1746.8,7015.5,238133341.0,726927000.0,20.35,94.2,0.33,0.31,0.31,monthly_est,USD,1077502000.0,,,,2549927000.0,,,1.65,,71.62,0.42,,3571542000.0,12.28,60,,,,,3.0,,,4,0.75,,,,4,2,,,3.2,4,,2,6.0,5.0,,0.0,4,5,4,0.0,0.0,0.0,32,123
SPFX,"STANDARD PREMIUM FINANCE HOLDINGS, INC.",Financials,sic,6159,,50.0,Average,0.53,13,quarterly,2y,2022-12,2022-12-31,monthly_est,5.0,13.8,14.6,,6.3,11.4,illiquid|micro_cap|leverage_not_applicable,12.59,6.42,,9.88,,,-0.8,12,7.89,,31.64,3.13,2.51,,,43.11,,,2985.0,25502830.0,1575963.0,19.32,195.5,16.18,31.64,31.64,monthly_est,USD,5952442.0,,,81411.0,51488807.0,,,1.34,,13.54,0.12,,8156537.0,7.21,55,5,3,,0.0,3.0,,,3,3,1.5,3.2,,4,3,,,,,,,0.0,1.75,0.75,,3.2,,4,,,0.0,35,656
HSTA,HESTIA INSIGHT INC.,Industrials,sic,8742,,50.0,Average,0.43,15,quarterly,2y,2022-12,2022-11-30,monthly_est,,5.0,7.6,20.0,16.2,1.5,illiquid|micro_cap,,,,,,,,5,243.28,-0.22,0.72,,,1.14,-84.29,-81.67,-96.07,15.06,4870.0,649898.0,,,,,0.72,,monthly_est,USD,678529.0,,,473926.0,712635.0,,,16.33,,-252.59,0.95,,,3.57,,,,,,,,,,0.75,,0.0,3.2,,1,,,4,5,,,6.0,,,0.5,,0.0,0.0,0.0,1.5,0.0,46,614
BBXIB,"BBX CAPITAL, INC.",Consumer Staples,sic,5400,,50.0,Average,0.8,14,quarterly,2y,2022-12,2022-12-31,monthly_est,6.9,12.6,13.8,14.6,17.5,10.5,illiquid,40.52,9.07,,8.19,0.74,,32.6,7,49.5,,4.86,0.4,0.12,1.33,-19.49,24.84,-19.49,14.1,6710.95,136118807.0,21597000.0,6.31,77.08,6.3,4.86,4.86,monthly_est,USD,334302000.0,,,127581000.0,562841000.0,,1.06,,,8.38,0.59,,342045000.0,1.06,78,8,3,,0.0,4.8,1.4,,3,1.5,5,0.8,,3.2,2,,0.3,,5,,2,6.0,4.0,3,0.5,4,2,4,3,1.5,0.0,48,151
GBNY,"GENERATIONS BANCORP NY, INC.",Financials,sic,6035,,50.0,Average,0.4,14,quarterly,2y,2022-12,2022-12-31,monthly_est,,20.0,20.0,,9.5,11.0,illiquid|micro_cap|leverage_not_applicable,,,,,,,,12,,-62.84,22.26,,,1.28,-9.36,-5.26,-9.85,2.15,536284.51,24192000.0,2486000.0,,228.7,9.73,22.26,22.26,monthly_est,USD,37328000.0,,,8004000.0,386293000.0,,,,,2.91,0.1,,,7.21,,,,,,,,,,3,,,4,4,3,,,,,,,1.2,,,0.5,4,2,2,4,3,0.0,35,656
GEG,"GREAT ELM GROUP, INC.",Information Technology,sic,7372,,50.0,Average,0.8,14,quarterly,2y,2022-12,2022-12-31,monthly_est,0.0,12.7,10.8,12.1,17.7,7.5,revenue_collapse|illiquid,-20.18,-36.91,,28.06,-20.79,,48.21,2,67.65,12.31,6.17,1.73,,,-3.35,-6.05,-32.89,15.79,708832.5,66525333.0,27318000.0,71.09,253.32,2.44,6.17,6.17,monthly_est,USD,56145000.0,2460000.0,-21861000.0,18971000.0,169690000.0,,-1.14,3.51,0.04,19.21,0.33,,38426000.0,-4.21,96,0.0,0.0,,0.0,6.0,0.8,,4,0.0,5,0.0,0.8,4,1,,0.0,4,3,,1.5,6.0,3.25,,,4,2,2,2,1.5,0.0,59,579
MBBC,"MARATHON BANCORP, INC. /MD/",Financials,sic,6036,,50.0,Average,0.3,15,quarterly,2y,2022-12,2022-12-31,monthly_est,,20.0,20.0,,11.8,8.5,illiquid|micro_cap|leverage_not_applicable,,,,,,,,12,,,11.9,,,0.96,4.65,3.4,,,90996.83,17198858.0,1491486.0,,103.19,11.53,11.9,11.9,monthly_est,USD,31219600.0,,,,236207808.0,,,,,4.63,0.13,,,7.21,,,,,,,,,,3,,,,4,3,,,,,,,2.1,,,1,4,3.5,2,,,0.0,35,656
CULL,"CULLMAN BANCORP, INC. /MD/",Financials,sic,6036,,50.0,Average,0.43,13,quarterly,2y,2022-12,2022-12-31,monthly_est,5.0,15.0,12.7,,9.0,7.5,heavy_dilution|illiquid|leverage_not_applicable,,,6.52,,,,,11,,187.18,19.8,,,0.48,-5.5,1.59,-65.15,12.55,572362.5,82810070.0,4025000.0,,96.22,20.57,19.8,19.8,monthly_est,USD,100182000.0,,,2213000.0,423229000.0,,,,,4.18,0.24,,,7.21,,,,2,,,,,,2.25,,,0.0,4,3,,,,,,,1.2,,,2,2.2,2,2,1,2.5,0.0,35,656
TCBS,"TEXAS COMMUNITY BANCSHARES, INC.",Financials,sic,6036,,50.0,Average,0.3,12,quarterly,2y,2022-12,2022-12-31,monthly_est,,15.0,20.0,,8.7,6.2,illiquid|micro_cap|leverage_not_applicable,,,,,,,,10,,,26.41,,,0.36,-0.97,-6.8,,,736574.99,46318901.0,2736000.0,,155.99,16.93,26.41,26.41,monthly_est,USD,55870000.0,,,,417346000.0,,,,,3.14,0.13,,,7.21,,,,,,,,,,2.25,,,,4,3,,,,,,,0.0,,,2,3.2,2,2,,,0.0,36,656
ENDI,ENDI CORP.,Financials,sic,6282,,50.0,Average,0.43,9,quarterly,insufficient,2022-12,2022-12-31,monthly_est,,15.2,13.3,,10.3,1.8,illiquid|micro_cap|leverage_not_applicable,,,,31.19,14.47,98.64,,5,,,8.87,2.77,,,-60.32,-32.68,-60.32,22.78,57367.5,21136232.0,,,,,8.87,8.87,monthly_est,USD,20382693.0,,,10690398.0,21471495.0,,,34.36,,11.69,0.95,,7638511.0,7.21,83,,,,,4.8,2.6,3.0,4,0.75,,,,,2,,,,,,,3.9,1.75,,,,0.0,0.0,1,0.75,0.0,36,656
DIN,"DINE BRANDS GLOBAL, INC.",Consumer Discretionary,sic,5812,,49.9,Below average,0.83,18,quarterly,3y,2022-12,2022-12-31,monthly_est,3.0,15.0,9.9,6.5,10.4,10.0,negative_equity,-0.03,1.48,-5.41,8.92,,41.5,-2.55,10,36.67,-9.29,12.33,1.1,,1.01,-12.36,0.73,-30.88,18.1,312996291.84,999875907.0,54018000.0,5.94,66.6,18.51,12.33,12.33,monthly_est,USD,-301084000.0,1341914000.0,1072259000.0,269655000.0,1881491000.0,,,1.02,,,-0.16,,909402000.0,3.4,77,1,2,1,2,4.8,,1.95,3,2.25,0.75,0.8,4,2.4,2,,,1.6,0.0,,2,3.9,1.75,,1,2.2,2,2,2,1.5,2.5,45,403
SODI,SOLITRON DEVICES INC,Information Technology,sic,3674,,49.9,Below average,0.6,17,quarterly,3y,2022-12,2022-11-30,monthly_est,0.0,6.9,14.2,14.3,,9.5,illiquid|thin_interest_cover,,-46.76,,1.96,-12.44,19.12,,8,42.01,,,,,,-25.0,7.78,-25.0,12.79,339937.5,,1016000.0,14.76,752.59,,,,,USD,11035000.0,2675000.0,2058000.0,617000.0,14952000.0,,-7.71,6.03,0.24,1.22,0.74,,6883000.0,-4.21,60,,0.0,,,3.0,1.4,0.0,1,1.5,,0.8,,4,3,,0.0,4,5,,1,,,,,,1,3,3,2.5,0.0,57,579
KUBR,UONLIVE CORP,Communication Services,sic,4832,,49.9,Below average,0.47,13,quarterly,2y,2022-12,2022-12-31,monthly_est,,15.9,6.7,17.3,,0.0,illiquid|very_volatile,,,,48.52,48.52,52.89,,2,,,,,,,-77.78,-78.0,-93.89,35.28,2062.5,,,,,,,,,USD,772606.0,,,109187.0,1256585.0,,,2.6,,98.13,0.61,,1562629.0,-0.62,97,,,,,6.0,4.0,1.95,4,0.0,,,,,1,,,4,5,,0.5,,,,,,0.0,0.0,0.0,0.0,0.0,63,119
SAFE,ISTAR INC.,Real Estate,sic,6798,,49.9,Below average,0.77,14,quarterly,2y,2022-12,2022-12-31,monthly_est,0.6,17.4,8.8,13.3,8.9,6.0,heavy_dilution|revenue_collapse|thin_interest_cover,-45.44,-48.79,,266.55,85.81,,274.55,6,69.92,85.71,8.09,21.56,,0.93,-61.03,-27.74,-61.69,14.26,276869739.69,3406794459.0,,,,,8.09,8.09,monthly_est,USD,1408518000.0,1682521000.0,240252000.0,1442269000.0,3253228000.0,1.7,1.38,,1.19,29.91,0.43,,158051000.0,10.97,98,0.0,0.0,,1,6.0,4.0,,4,0.75,5,0.0,0.0,,2,3,0.3,,4,,2,4.8,0.0,,1,,0.0,1,1,1.5,2.5,42,269
AGO,ASSURED GUARANTY LTD,Financials,sic,6351,,49.9,Below average,0.63,14,quarterly,2y,2022-12,2022-12-31,monthly_est,1.0,15.6,9.8,,1.5,17.0,leverage_not_applicable,-19.47,-14.74,-33.72,17.15,,,-15.32,10,55.37,-25.26,27.51,4.72,,3.5,26.2,12.57,-6.47,12.87,427969372.66,3410670115.0,,,,,27.5,27.51,monthly_est,USD,5064000000.0,1675000000.0,,,16843000000.0,,,,0.33,2.45,0.3,,723000000.0,7.21,69,0.0,0.0,0.0,2,3.9,,,4,2.25,0.0,0.8,4,,3,,,,,,,0.0,1.0,,0.0,,5,3,4,2.5,2.5,30,656
NFE,NEW FORTRESS ENERGY INC.,Utilities,sic,4924,,49.9,Below average,0.87,17,quarterly,3y,2022-12,2022-12-31,monthly_est,8.1,10.6,8.8,7.0,5.6,14.8,,132.22,79.03,,8.21,31.14,,26.09,5,99.33,,45.25,3.72,0.34,1.11,77.41,7.62,-25.74,23.74,1129683926.0,8799289165.0,-818897000.0,-34.58,-421.07,,45.24,45.25,monthly_est,USD,1289820000.0,4541685000.0,3866193000.0,675492000.0,7705082000.0,4.39,3.11,0.98,3.52,15.08,0.17,3.3,2368272000.0,9.15,43,8,5,,0.0,2.1,3.2,,3,0.75,5,0.0,,0.0,2,1,0.9,0.6,2,0.5,2,0.0,1.0,3,0.5,,6,3,2,0.75,3,32,108
CURV,TORRID HOLDINGS INC.,Consumer Discretionary,sic,5600,,49.9,Below average,0.7,13,quarterly,2y,2022-12,2022-10-31,monthly_est,4.0,8.2,14.1,8.2,17.2,3.1,negative_equity,,0.85,,2.46,9.06,34.16,,8,12.57,-6.75,9.61,0.24,,,-70.04,-31.48,,,46678975.48,300717504.0,26579000.0,2.09,84.92,11.31,9.61,9.61,monthly_est,USD,-229084000.0,324877000.0,306318000.0,18559000.0,564324000.0,2.0,4.2,0.83,,,-0.41,,1273255000.0,3.4,46,,2,,,2.1,2.6,1.05,1,1.5,,2.4,4,3.2,1,3,1.8,0.6,0.0,,2,3.9,5.0,,,4,0.0,0.0,,,2,45,403
BRCC,BRC INC.,Consumer Staples,sic,2080,,49.9,Below average,0.53,11,quarterly,insufficient,2022-12,2022-12-31,monthly_est,10.0,3.5,11.4,10.0,10.0,10.0,thin_interest_cover,,29.26,,-27.51,-22.49,32.92,,1,3.64,,,1.49,,,,-25.12,,,149643000.0,448932260.0,-146594000.0,-48.65,,,,,monthly_est,USD,25796000.0,49160000.0,10170000.0,38990000.0,225334000.0,,-42.54,2.34,1.91,-321.39,0.11,1.06,301313000.0,1.06,30,,5,,,1.2,0.8,1.5,0.0,0.0,,4,,,0.0,,0.0,4,2,0.0,2,,2.5,,,,,1,,,2.5,45,151
CSBR,"CHAMPIONS ONCOLOGY, INC.",Health Care,sic,2836,,49.8,Below average,0.83,15,quarterly,2y,2022-12,2022-10-31,monthly_est,8.4,9.7,14.0,11.1,8.0,3.5,heavy_dilution|expensive_pe,20.23,21.8,,0.2,0.45,,4.69,6,1.95,26.96,583.0,1.16,28.82,1.93,-46.05,-43.62,-61.39,11.64,1351520.04,62964229.0,5875000.0,10.86,5439.81,10.72,583.0,583.0,monthly_est,USD,9172000.0,,,10826000.0,36364000.0,,,1.1,,1.18,0.25,,54096000.0,-64.99,74,6.5,5,,2,3.9,2.6,,1,0.75,4,4,0.0,4,2,,,1.6,3,,1.5,0.0,4.0,0.0,0.0,4,0.0,0.0,1,2.5,0.0,79,857
STGW,STAGWELL INC,Communication Services,sic,7311,,49.8,Below average,0.6,18,quarterly,3y,2022-12,2022-12-31,monthly_est,8.1,9.5,11.0,6.7,,9.5,,23.85,,,1.01,5.92,,1.31,7,41.77,,,,,,-28.37,14.36,-28.46,19.78,58459493.98,,319259000.0,11.88,1170.78,,,,,USD,482537000.0,1184707000.0,964118000.0,220589000.0,3993332000.0,3.32,,0.76,2.46,5.65,0.12,,2687792000.0,-0.62,56,6.5,,,,3.0,2.6,,1,1.5,3,0.8,,4,1,1,,0.0,2,,2,,,,,,1,3,2,1.5,2,62,119
